xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,Tri0,Tri1,Tri2,Tri3,Tri4,state
112.0,121.0,112.0,121.0,0.18823531270027202,0.18823531270027202,0.133,0.02503529658913618,16.80773631397161,123.0,135.0,123.0,135.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,8.74642784226795,130.0,159.0,130.0,159.0,0.19215688109397897,0.19215688109397897,0.117,0.02248235508799554,31.599050618649922,156.0,131.0,156.0,131.0,0.18823531270027202,0.18823531270027202,0.125,0.023529414087534003,28.71410803072246,147.0,92.0,147.0,92.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,40.50308630215727,111.0,169.0,111.0,169.0,0.18823531270027202,0.18823531270027202,0.133,0.02503529658913618,44.65982534672521,130.0,105.0,130.0,105.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,22.638462845343543,0.476,0.343,0.475,0.367,0.426,0.309,0.434,0.309,0.367,0.268,0.35,0.217,1.068,1.026,0.959,0.934,0.809,6
92.0,112.0,92.0,112.0,0.18431372940540303,0.18431372940540303,0.133,0.024513726010918602,38.73628789649313,147.0,112.0,147.0,112.0,0.19215688109397897,0.19215688109397897,0.1,0.0192156881093979,24.9098374141623,126.0,233.0,126.0,233.0,0.19215688109397897,0.19215688109397897,0.167,0.03209019914269449,105.5106629682517,124.0,158.0,124.0,158.0,0.18823531270027202,0.18823531270027202,0.1,0.018823531270027203,30.700162866017504,128.0,148.0,128.0,148.0,0.18823531270027202,0.18823531270027202,0.099,0.018635295957326933,20.506096654409877,98.0,214.0,98.0,214.0,0.19215688109397897,0.19215688109397897,0.159,0.030552944093942654,91.39201278011114,122.0,114.0,122.0,114.0,0.18823531270027202,0.18823531270027202,0.099,0.018635295957326933,14.577379737113251,0.525,0.392,0.317,0.217,0.534,0.367,0.418,0.318,0.483,0.384,0.326,0.167,1.009,0.951,1.051,1.06,0.908,6
82.0,96.0,82.0,96.0,0.19607844948768602,0.19607844948768602,0.142,0.027843139827251413,55.339859052946636,136.0,119.0,136.0,119.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,12.020815280171307,130.0,161.0,130.0,161.0,0.18823531270027202,0.18823531270027202,0.133,0.02503529658913618,33.59315406448165,153.0,100.0,153.0,100.0,0.19215688109397897,0.19215688109397897,0.125,0.02401961013674737,37.50333318519835,123.0,131.0,123.0,131.0,0.18823531270027202,0.18823531270027202,0.116,0.021835296273231556,5.70087712549569,96.0,156.0,96.0,156.0,0.19215688109397897,0.19215688109397897,0.141,0.02709412023425103,42.47940677551889,126.0,121.0,126.0,121.0,0.19215688109397897,0.19215688109397897,0.1,0.0192156881093979,6.670832032063167,0.434,0.292,0.509,0.418,0.359,0.226,0.367,0.242,0.309,0.193,0.333,0.192,1.076,0.993,0.842,0.817,0.742,6
82.0,75.0,82.0,75.0,0.19607844948768602,0.19607844948768602,0.133,0.026078433781862243,69.47301634447723,107.0,135.0,107.0,135.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,21.828879952943073,163.0,212.0,163.0,212.0,0.19215688109397897,0.19215688109397897,0.15,0.028823532164096843,91.65424158215484,135.0,125.0,135.0,125.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,7.905694150420948,136.0,84.0,136.0,84.0,0.19215688109397897,0.19215688109397897,0.116,0.022290198206901563,44.32268042436062,114.0,184.0,114.0,184.0,0.19607844948768602,0.19607844948768602,0.175,0.03431372866034505,58.090446718888295,138.0,115.0,138.0,115.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,16.32482771731451,0.4,0.267,0.392,0.3,0.309,0.159,0.501,0.393,0.3,0.184,0.384,0.209,0.942,0.809,0.926,0.976,0.792,6
61.0,109.0,61.0,109.0,0.19215688109397897,0.19215688109397897,0.158,0.030360787212848676,69.0253576593414,133.0,94.0,133.0,94.0,0.19215688109397897,0.19215688109397897,0.108,0.02075294315814973,33.94849039353591,133.0,191.0,133.0,191.0,0.18823531270027202,0.18823531270027202,0.142,0.026729414403438626,63.73774391990981,150.0,106.0,150.0,106.0,0.18823531270027202,0.18823531270027202,0.133,0.02503529658913618,31.12073263919087,129.0,125.0,129.0,125.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,2.9154759474226504,116.0,177.0,116.0,177.0,0.19215688109397897,0.19215688109397897,0.175,0.03362745419144632,50.81830378908765,135.0,85.0,135.0,85.0,0.19215688109397897,0.19215688109397897,0.108,0.02075294315814973,43.15669125408017,0.434,0.276,0.358,0.25,0.501,0.359,0.384,0.251,0.242,0.159,0.359,0.184,0.934,0.992,0.968,0.801,0.709,6
42.0,83.0,49.0,83.0,0.19607844948768602,0.12941177189350098,0.149,0.029215688973665215,90.23580220732788,173.0,42.0,173.0,42.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,96.85298136867031,98.0,217.0,98.0,217.0,0.18823531270027202,0.18823531270027202,0.133,0.02503529658913618,94.23640485502405,163.0,94.0,163.0,94.0,0.18823531270027202,0.18823531270027202,0.099,0.018635295957326933,48.81085944746312,135.0,109.0,135.0,109.0,0.180392161011696,0.180392161011696,0.057,0.010282353177666672,19.96246477767713,77.0,218.0,77.0,218.0,0.19215688109397897,0.19215688109397897,0.141,0.02709412023425103,103.63638357256586,137.0,111.0,137.0,111.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,19.03943276465977,0.483,0.334,0.518,0.443,0.534,0.401,1.194,1.095,0.433,0.376,0.342,0.201,1.134,1.151,1.785,1.768,0.858,6
80.0,111.0,80.0,111.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,50.284192347098504,112.0,82.0,112.0,82.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,48.067660646218265,128.0,139.0,128.0,139.0,0.18431372940540303,0.18431372940540303,0.125,0.02303921617567538,11.510864433221338,126.0,142.0,126.0,142.0,0.18431372940540303,0.18431372940540303,0.116,0.02138039261102675,14.577379737113251,153.0,90.0,153.0,90.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,45.348649373492925,105.0,105.0,105.0,105.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,31.81980515339464,133.0,127.0,133.0,127.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,5.522680508593631,0.466,0.367,0.417,0.342,0.543,0.418,0.333,0.217,0.384,0.301,0.375,0.301,1.008,1.076,0.959,0.791,0.842,7
109.0,111.0,109.0,111.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,24.78911051248108,127.0,95.0,127.0,95.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,32.50384592629001,138.0,167.0,138.0,167.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,40.87175063537161,134.0,96.0,134.0,96.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,32.16364407215078,149.0,132.0,149.0,132.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,21.965882636488796,120.0,126.0,120.0,126.0,0.18431372940540303,0.18431372940540303,0.116,0.02138039261102675,7.648529270389178,122.0,169.0,122.0,169.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,41.862871377868956,0.441,0.358,0.426,0.351,0.525,0.426,0.426,0.343,0.467,0.384,0.359,0.243,0.966,1.034,1.034,1.009,0.909,7
149.0,108.0,149.0,108.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,29.025850547399983,90.0,107.0,90.0,107.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,42.737571292716204,140.0,162.0,140.0,162.0,0.18431372940540303,0.18431372940540303,0.125,0.02303921617567538,36.694686263817545,124.0,125.0,125.0,128.0,0.18431372940540303,0.10196079313755,0.083,0.015298039540648452,2.5495097567963922,151.0,152.0,151.0,152.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,33.94849039353591,116.0,103.0,116.0,103.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,27.064737205448715,123.0,132.0,123.0,132.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,6.363961030678928,0.358,0.25,0.292,0.225,0.476,0.351,0.384,0.301,0.417,0.309,0.309,0.218,0.775,0.851,0.968,0.892,0.792,7
113.0,96.0,113.0,96.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,34.677081768799404,151.0,135.0,151.0,135.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,24.66779276708802,133.0,106.0,133.0,106.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,22.192341021172147,131.0,51.0,131.0,51.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,76.58002350482793,151.0,149.0,151.0,149.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,31.851216617265973,134.0,118.0,134.0,118.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,11.510864433221338,139.0,114.0,139.0,114.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,17.7341478509682,0.417,0.326,0.284,0.201,0.409,0.326,0.426,0.351,0.392,0.301,0.284,0.193,0.784,0.768,0.926,0.909,0.742,7
140.0,101.0,152.0,107.0,0.18431372940540303,0.105882361531258,0.083,0.015298039540648452,31.945265689926575,122.0,153.0,122.0,153.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,26.086394921491163,157.0,195.0,157.0,195.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,73.66478127300725,124.0,103.0,124.0,103.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,24.748737341529164,116.0,150.0,116.0,150.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,25.268557536986556,157.0,140.0,157.0,140.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,32.03903868720159,181.0,129.0,181.0,129.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,53.52102390649865,0.309,0.226,0.292,0.217,0.551,0.46,0.367,0.301,0.317,0.243,0.35,0.259,0.692,0.909,0.992,0.775,0.75,7
124.0,98.0,124.0,98.0,0.18431372940540303,0.18431372940540303,0.084,0.015482353270053855,29.706901555025897,131.0,157.0,131.0,157.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,29.706901555025897,180.0,176.0,180.0,176.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,71.47377141301556,85.0,106.0,85.0,106.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,47.62877281643944,130.0,129.0,130.0,129.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,2.9154759474226504,125.0,143.0,125.0,143.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,15.700318468107582,128.0,126.0,128.0,126.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,1.5811388300841898,0.368,0.284,0.35,0.259,0.442,0.359,0.309,0.226,0.275,0.217,0.359,0.284,0.801,0.875,0.809,0.659,0.709,7
119.0,85.0,119.0,85.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,43.34166586553867,118.0,126.0,118.0,126.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,9.617692030835672,135.0,211.0,135.0,211.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,83.83614972074994,162.0,93.0,162.0,93.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,48.79036790187178,98.0,126.0,98.0,126.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,29.53811097548386,108.0,93.0,108.0,93.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,39.62953444086872,91.0,108.0,91.0,108.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,41.382363393117124,0.4,0.292,0.375,0.292,0.776,0.684,0.309,0.217,0.284,0.209,0.292,0.209,0.867,1.243,1.16,0.676,0.642,7
82.0,88.0,85.5908660888672,93.4544677734375,0.18431372940540303,0.10196079313755,0.1,0.018431372940540303,53.995127278034694,85.0,119.0,85.0,119.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,43.34166586553867,152.0,96.0,152.0,96.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,39.90613987846983,122.0,132.0,122.0,132.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,7.106335201775948,134.0,131.0,134.0,131.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,7.3824115301167,167.0,58.0,167.0,58.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,79.94060294994027,102.0,89.0,102.0,89.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,46.17899955607527,0.384,0.284,0.325,0.242,0.559,0.459,0.25,0.175,0.259,0.193,0.367,0.268,0.809,0.959,0.875,0.608,0.692,7
165.0,55.0,165.0,55.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,81.62413858657254,126.0,139.0,128.0,141.0,0.18431372940540303,0.0745098069310188,0.1,0.018431372940540303,13.509256086106296,146.0,176.0,146.0,176.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,51.90857347298228,77.0,151.0,77.0,151.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,55.70008976653449,133.0,126.0,133.0,126.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,5.70087712549569,116.0,85.0,116.0,85.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,44.02839992550263,120.0,152.0,120.0,152.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,25.622255950637914,0.35,0.251,0.384,0.284,0.459,0.368,0.267,0.201,0.242,0.176,0.267,0.184,0.825,0.909,0.792,0.592,0.583,7
151.0,85.0,151.0,85.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,48.56439024635232,107.0,115.0,107.0,115.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,24.01041440708594,173.0,166.0,173.0,166.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,59.602852280742404,135.0,120.0,135.0,120.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,10.606601717798213,104.0,182.0,104.0,182.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,59.35065290289568,135.0,100.0,135.0,100.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,28.50438562747845,125.0,55.0,125.0,55.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,72.54309064273454,0.276,0.218,0.342,0.242,0.659,0.568,0.209,0.159,0.266,0.2,0.276,0.201,0.709,1.051,0.934,0.55,0.608,7
